algo,data,filename,jsd,loss_type,mae,mape,mean_std,rmse,smape,std_ae,std_ape,sub_data,tuning_algo
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.01_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.207_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.156,loss_gan_re_d,0.297,0.328,0.20090587008224275,0.474,0.303,0.531,0.614,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.197,loss_gan_re_d,0.3,0.349,0.16825643311669536,0.47,0.302,0.557,0.696,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.13_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.227,loss_gan_re_d,0.309,0.373,0.18183147826622845,0.473,0.309,0.589,0.769,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.42_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.179,loss_gan_re_d,0.298,0.342,0.2237066797773799,0.471,0.301,0.551,0.673,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.386_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.172,loss_gan_re_d,0.299,0.341,0.1604791645641649,0.471,0.302,0.549,0.667,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.097_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.178,loss_gan_re_d,0.299,0.343,0.15565459744076893,0.471,0.302,0.552,0.674,5,pso
GruGan,gg_trace,"la-[4, 1]_ac-tanh_dr-0.156_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.438_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.148,loss_gan_re_d,0.306,0.349,0.23757584439814086,0.478,0.307,0.566,0.688,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.097_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[3, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.123,loss_gan_re_d,0.303,0.333,0.27267408215056493,0.48,0.308,0.542,0.628,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.081_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.228_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.173,loss_gan_re_d,0.3,0.345,0.29002959395591765,0.472,0.303,0.554,0.681,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.006_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.039_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_re_d_.csv",0.174,loss_gan_re_d,0.3,0.344,0.24066865279326324,0.474,0.303,0.556,0.676,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.1_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.222,loss_gan_re_d,0.31,0.374,0.1706429666730878,0.474,0.309,0.592,0.773,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.331_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.161,loss_gan_re_d,0.3,0.337,0.2607357682505408,0.475,0.303,0.547,0.651,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.085_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.335_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.163,loss_gan_re_d,0.294,0.324,0.20182556233895918,0.472,0.3,0.526,0.607,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.182,loss_gan_re_d,0.3,0.347,0.23579390805109274,0.471,0.303,0.557,0.688,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[4, 1]_ac-tanh_dr-0.431_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.203,loss_gan_re_d,0.307,0.365,0.2179558528453791,0.474,0.307,0.581,0.744,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.027_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.164_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.211,loss_gan_re_d,0.313,0.376,0.25110574350181786,0.478,0.312,0.597,0.776,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.081_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.183,loss_gan_re_d,0.307,0.359,0.2881576646984678,0.476,0.308,0.576,0.721,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.475_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.205,loss_gan_re_d,0.303,0.358,0.23853199301683026,0.47,0.306,0.569,0.722,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.177,loss_gan_re_d,0.3,0.344,0.21598866643465284,0.473,0.302,0.554,0.678,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.484_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.178,loss_gan_re_d,0.298,0.341,0.18653539996955176,0.471,0.301,0.549,0.671,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.337_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.155,loss_gan_re_d,0.299,0.336,0.21744089002989536,0.474,0.303,0.544,0.646,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.049_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.2,loss_gan_re_d,0.304,0.358,0.1780031983134765,0.472,0.306,0.571,0.721,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.045_ou-sigmoid_ce-gru_in-[3, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.13,loss_gan_re_d,0.304,0.342,0.20559672482431146,0.479,0.307,0.555,0.661,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.104,loss_gan_re_d,0.319,0.35,0.2776075824449498,0.501,0.321,0.578,0.668,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.357_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.184,loss_gan_re_d,0.302,0.351,0.22641108550860162,0.472,0.304,0.563,0.702,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.22_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.183,loss_gan_re_d,0.298,0.344,0.23706411437640287,0.47,0.301,0.551,0.68,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[4, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.17,loss_gan_re_d,0.302,0.345,0.19111943191062541,0.476,0.304,0.558,0.678,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.226_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.151,loss_gan_re_d,0.3,0.333,0.2050990336650645,0.475,0.304,0.539,0.632,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.03_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.151,loss_gan_re_d,0.303,0.343,0.25771723805132724,0.475,0.305,0.555,0.668,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.156_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.181,loss_gan_re_d,0.301,0.35,0.17310085741366746,0.473,0.304,0.562,0.696,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.342_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.211,loss_gan_re_d,0.302,0.357,0.17842851631387124,0.47,0.304,0.567,0.722,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.368_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.047_ou-sigmoid_ce-gru_in-[4, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.173,loss_gan_re_d,0.31,0.363,0.26072840039346507,0.478,0.31,0.582,0.731,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.375_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.168,loss_gan_re_d,0.296,0.333,0.1937260416012211,0.471,0.301,0.538,0.641,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.189,loss_gan_re_d,0.299,0.346,0.20906188185975194,0.471,0.301,0.556,0.689,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.011_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.275_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.207,loss_gan_re_d,0.309,0.37,0.25201641204624015,0.475,0.309,0.588,0.758,5,pso
GruGan,gg_trace,"la-[4, 1]_ac-tanh_dr-0.174_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.135,loss_gan_re_d,0.311,0.354,0.2261322991179809,0.484,0.312,0.574,0.694,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.494_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_re_d_.csv",0.222,loss_gan_re_d,0.307,0.369,0.1401173047729106,0.473,0.308,0.586,0.76,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.098,loss_gan_re_d,0.321,0.357,0.23048794280105217,0.503,0.32,0.591,0.693,5,pso
GruGan,gg_trace,"la-[8, 1]_ac-tanh_dr-0.116_ou-tanh_ce-gru_co-after_la-[16, 1]_ac-tanh_dr-0.235_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_re_d_.csv",0.145,loss_gan_re_d,0.33,0.384,0.2502271219065512,0.51,0.323,0.634,0.784,5,pso
GruGan,gg_trace,"la-[8, 1]_ac-tanh_dr-0.311_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.163,loss_gan_re_d,0.312,0.363,0.21522718657964038,0.484,0.311,0.588,0.73,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.165_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.19,loss_gan_re_d,0.308,0.363,0.2128776665615186,0.474,0.309,0.578,0.733,5,pso
GruGan,gg_trace,"la-[8, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.271_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.159,loss_gan_re_d,0.303,0.346,0.1833747882368393,0.475,0.305,0.559,0.68,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.013_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.185,loss_gan_re_d,0.305,0.355,0.2842182514224924,0.474,0.306,0.57,0.711,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.438_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.324_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.24,loss_gan_re_d,0.318,0.391,0.15789322383235496,0.479,0.316,0.614,0.818,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.021_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.16,loss_gan_re_d,0.297,0.328,0.25962972762473147,0.474,0.302,0.532,0.618,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.383_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.186,loss_gan_re_d,0.303,0.353,0.2358432822136102,0.473,0.305,0.566,0.706,5,pso
GruGan,gg_trace,"la-[4, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_re_d_.csv",0.16,loss_gan_re_d,0.3,0.341,0.207369100330054,0.473,0.304,0.55,0.662,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.298_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.18,loss_gan_re_d,0.303,0.349,0.2838375664955354,0.473,0.305,0.559,0.69,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.154,loss_gan_re_d,0.297,0.331,0.22251025699293372,0.472,0.302,0.536,0.629,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.324_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.204,loss_gan_re_d,0.304,0.36,0.21833673645906976,0.472,0.306,0.573,0.731,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.382_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.46_ou-sigmoid_ce-gru_in-[2, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-4_is-False_lo-loss_gan_re_d_.csv",0.139,loss_gan_re_d,0.315,0.358,0.3093224975731393,0.49,0.315,0.582,0.702,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.222_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.201,loss_gan_re_d,0.3,0.347,0.13490862907754078,0.47,0.302,0.557,0.69,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.16_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.379_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.2,loss_gan_re_d,0.303,0.355,0.17222140295148838,0.472,0.304,0.568,0.714,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.436_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.216,loss_gan_re_d,0.305,0.363,0.22897458552526775,0.471,0.307,0.575,0.736,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.459_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.368_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.223,loss_gan_re_d,0.31,0.374,0.2534251855225592,0.474,0.31,0.593,0.772,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.379_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.193,loss_gan_re_d,0.305,0.358,0.2558558880850713,0.473,0.306,0.571,0.721,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.001_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.047_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.17,loss_gan_re_d,0.297,0.336,0.24063838454497533,0.47,0.3,0.541,0.652,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.454_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.192,loss_gan_re_d,0.304,0.355,0.19189251127810797,0.474,0.305,0.569,0.712,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.255_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_re_d_.csv",0.227,loss_gan_re_d,0.317,0.387,0.2580135705603838,0.48,0.315,0.61,0.805,5,pso
GruGan,gg_trace,"la-[8, 1]_ac-tanh_dr-0.171_ou-tanh_ce-gru_co-after_la-[16, 1]_ac-tanh_dr-0.484_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.116,loss_gan_re_d,0.323,0.363,0.22339054004864448,0.505,0.32,0.601,0.715,5,pso
GruGan,gg_trace,"la-[4, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.135,loss_gan_re_d,0.304,0.336,0.2513899600996559,0.48,0.309,0.546,0.634,5,pso
GruGan,gg_trace,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[4, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_re_d_.csv",0.207,loss_gan_re_d,0.31,0.373,0.2573071659111971,0.478,0.309,0.593,0.768,5,pso
GruGan,gg_trace,"la-[4, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.157_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_re_d_.csv",0.198,loss_gan_re_d,0.303,0.355,0.17470366916286117,0.472,0.305,0.566,0.713,5,pso
