actual,predict
0.5271614247645587,0.44021657
0.5394649328587391,0.39724275
0.49469978590955804,0.42554238
0.5556176152877385,0.47144327
0.5262721406419273,0.4090164
0.4060723921690733,0.5087487
0.6132586844884781,0.4291404
0.5375051848364184,0.43638507
0.5085055341849076,0.34028187
0.4530651608111846,0.45894426
0.5193289718980606,0.42799416
0.5027328976822817,0.45716617
0.5277110118056143,0.48093924
0.5130121021408756,0.4785364
0.5355673734600938,0.44762057
0.5641520984182855,0.43357286
0.4761482409104934,0.46114808
0.513216157486033,0.41914576
0.48823056394414244,0.42052224
0.49978262819146746,0.42526862
0.5429928247766828,0.45084634
0.5632140141625833,0.34583926
0.499804628895756,0.38213173
0.48559212787470635,0.46411595
0.5061337622526243,0.4026184
0.5440348130512329,0.45145148
0.4833710911187094,0.42051497
0.5425277551380191,0.45869556
0.5286269434707626,0.4847978
0.5037319531541903,0.4363752
0.5437292677588357,0.4755683
0.5570512999803728,0.46215606
0.42435230823829956,0.39752963
0.5081842823391589,0.42728022
0.5170207268539581,0.41511926
0.5226338414555408,0.48066837
0.521855920010527,0.37990582
0.5030943546146837,0.42799747
0.54812741009592,0.4245047
0.43981023424799204,0.4671594
0.5184073734469888,0.4239354
0.5733604596114569,0.4676176
0.4681858139654795,0.48247787
0.551898568529272,0.4433879
0.5218832580017473,0.4239541
0.5355176759254177,0.40041137
0.49817999967870236,0.42632812
0.5253381163561142,0.45985818
0.5174873355536836,0.48531142
0.549859573338169,0.39209
0.5150704549317872,0.44179425
0.4210256398420232,0.44566527
0.6030685989627078,0.4332567
0.5051268702748325,0.42949104
0.49523227297768485,0.43390235
0.4251893686144574,0.45108688
0.625470125483463,0.4577027
0.521465771241818,0.4040581
0.4685099737529069,0.42725238
0.5675587448020502,0.4483057
0.5315659524415906,0.46268705
0.48870473956091465,0.44915852
0.49170390347196063,0.44586858
0.49786658838695685,0.42787254
0.40135651905154457,0.4107752
0.5954748456494158,0.42346635
0.5850033785492164,0.43555495
0.5036148815049061,0.48079228
0.3978088828683226,0.40860784
0.557604544124927,0.54016757
0.6173546005579921,0.4480691
0.4862588269637461,0.43795517
0.5092288377385348,0.46602485
0.5001001171959633,0.4553535
0.5322734578497448,0.4393749
0.5431729190697491,0.499374
0.4818597179720074,0.40797603
0.5415053140573642,0.40682986
0.5115767939142616,0.48471555
0.5288860993798096,0.48219875
0.5251141435039653,0.41460148
0.4782701774140361,0.38805047
0.5423623339363766,0.4519376
0.5082337014634253,0.487285
0.4560517394358042,0.46041763
0.5936200896199114,0.4503241
0.4248847620465561,0.40309542
0.5691172337803091,0.44698277
0.5104811589299648,0.4295517
0.5568810392419592,0.4390048
0.5270918575126863,0.4547031
0.4212311819568645,0.39989907
0.5124596082233049,0.47196126
0.5853898510613758,0.41089353
0.5456670516261114,0.41993985
0.574723595118976,0.49310583
0.4908748799852964,0.4411663
0.5493204568220527,0.48309764
0.4392758716212718,0.47295818
0.4821260275566054,0.46871814
0.6329114732864749,0.45046848
0.36170196195009274,0.41899818
0.5595220121335099,0.46388575
0.40758601646483583,0.3892643
0.5932531085837874,0.45220214
0.5341996108687044,0.40706953
0.5563844649585717,0.44106808
0.4496680072371334,0.43445504
0.5313735941169555,0.45230594
0.542222465798058,0.4707686
0.5576595300659102,0.4434704
0.4522569270150984,0.4017147
0.45684239090258477,0.5107343
0.5707157118558024,0.4449893
0.5416035872622571,0.42430973
0.5017337976721875,0.4505001
0.5346763192311594,0.3938153
0.5146719136170783,0.43683302
0.5143612679131375,0.38974538
0.42692016304796876,0.45860747
0.6002297248622258,0.47589168
0.5539211628076222,0.46105638
0.46298500697590167,0.4293638
0.5376601522490707,0.47080746
0.4912872860698338,0.47319415
0.4949055339260177,0.42502835
0.644368591787627,0.42840478
0.5407598731571491,0.45322856
0.3716628738798785,0.42756167
0.5871526930263831,0.4399322
0.5706027869825655,0.4413015
0.5110056352919847,0.4669337
0.4976246889036298,0.41166115
0.48573491165184035,0.43842098
0.49659336998421,0.4734745
0.5573468818379278,0.4073676
0.4727597092036774,0.47506896
0.4866344922430302,0.43381578
0.4862197263885265,0.39172533
0.5092579243577727,0.41433457
0.5721817927549477,0.42818096
0.5312733050895773,0.41271093
0.509003186380898,0.48682237
0.5023002876449782,0.47946224
0.5849696626614846,0.42586416
0.4810275381366494,0.3891156
0.5091024280658042,0.50716716
0.4634396452703975,0.47872052
0.5449297754183747,0.45400098
0.49025171485480584,0.4569803
0.5482410118016099,0.42226174
0.4332374725015631,0.4440243
0.559161027889418,0.44113052
0.5074625337033035,0.5103865
0.5362120381417076,0.4358656
0.5129838823706262,0.42749107
0.5038610650144755,0.40938342
0.499473111126253,0.4757507
0.5707368628969665,0.44018167
0.5349382274669341,0.44165966
0.44150296248578585,0.44006723
0.5739710445174121,0.46241742
0.4517983076073506,0.49794367
0.5255824868702959,0.4967102
0.5459108221704243,0.4205678
0.49291561312202203,0.4659923
0.5513904541136352,0.4483861
0.5004904933983844,0.45401856
0.49776884446194236,0.39762825
0.5416136839893563,0.3920443
0.478416685804363,0.42537573
0.5222329332988742,0.47524038
0.5041215008864061,0.39735714
0.5264957310177668,0.47087434
0.5417854359495935,0.42836672
0.4790640772902618,0.46822804
0.5243777288271881,0.4189268
0.5078606228855189,0.3559109
0.5158529798672891,0.48070395
0.5163509752542202,0.4871407
0.533852095309611,0.44535074
0.5121360241956517,0.41236922
0.5384673584502618,0.43242985
0.4853292907018171,0.46426323
0.4488171236504036,0.47161195
0.5013964680737942,0.44086978
0.4730602103897789,0.4348733
0.4630294825154151,0.45879498
0.6268721394809286,0.4250835
0.6157633081193334,0.4046057
0.49211400800627464,0.42385083
0.5224867608878697,0.4344344
0.5328775434871869,0.47697803
0.4774280453033316,0.45048806
0.5901461263739802,0.36703864
0.4462492963679108,0.4735292
0.5089312670256756,0.4758729
0.5281531507689341,0.45785365
0.5222792462117664,0.39068133
0.480339774140748,0.40568474
0.5744001851710885,0.44655812
0.5210537794476492,0.4267452
0.42667351173826323,0.49180683
0.6048187960464019,0.45102575
0.5237849420576834,0.40524268
0.6073893316604669,0.41721275
0.38213890923599625,0.4526362
0.5070323158412807,0.44837382
0.5279270541481033,0.4923448
0.4773373801471169,0.42849523
0.5987933197015293,0.45927012
0.4703469927781534,0.42217693
0.4613006834924938,0.44024476
0.5944257126865956,0.47637063
0.483628691222062,0.41888556
0.4933221157727401,0.45984897
0.5536401307317715,0.44710335
0.5100165271586464,0.46573383
0.5080153623633287,0.43852958
0.5363892431184861,0.42473656
0.49217903519929507,0.53020793
0.5142565849397066,0.35780638
0.5353868895199058,0.47014847
0.5265851596178704,0.51242125
0.5633042233453469,0.45084378
0.42818661977105915,0.39211825
0.48276745066765603,0.48564568
0.5536167216009894,0.4680566
0.6759486242789503,0.43665218
0.4195343646940407,0.4367417
0.6474392455799688,0.4138432
0.41723403037640056,0.45363855
0.3578805157166943,0.47684544
0.6185895118328398,0.4288538
0.46203956269916924,0.38695857
0.5265471366538983,0.47817442
0.5610474734416191,0.44623926
0.5796229002060738,0.40627047
0.5159753518075102,0.4131846
0.47651719416691124,0.41855326
0.3796430457187017,0.47800916
0.5697621064364398,0.5279
0.5707808012412052,0.4411653
0.46406838252387606,0.49523285
0.5379937562801695,0.3829218
0.5248897745923111,0.4378206
0.5129656846382686,0.50076836
0.5210152856025426,0.5082759
0.49289150724334974,0.46787164
0.45253404408119113,0.432493
0.4676972808003542,0.45727152
0.5824392853837465,0.40140772
0.5194073898096444,0.39303407
0.6138955986395503,0.4508672
0.5195666022803086,0.48281842
0.597316101346491,0.47989306
